Genera	AM-F10-T2-RITA	DA-AD-1-RITA	DA-AD-2-RITA	DA-AD-3-RITA	DA-AD-4-RITA	ES-AD-1-RITA	ES-AD-2-RITA	ES-AD-3-RITA	ES-AD-4-RITA	FR-AD-1-RITA	FR-AD-2-RITA	FR-AD-3-RITA	FR-AD-4-RITA	FR-AD-5-RITA	FR-AD-6-RITA	FR-AD-7-RITA	FR-AD-8-RITA	IT-AD-1-RITA	IT-AD-2-RITA	IT-AD-3-RITA	IT-AD-4-RITA	IT-AD-5-RITA	IT-AD-6-RITA	JP-AD-1-RITA	JP-AD-2-RITA	JP-AD-3-RITA	JP-AD-4-RITA	JP-AD-5-RITA	JP-AD-6-RITA	JP-AD-7-RITA	JP-AD-8-RITA	JP-AD-9-RITA
Desulfotalea	0	1.68E-05	4.45E-06	4.33E-06	0	0	1.75E-05	4.22E-06	8.71E-06	1.60E-05	8.81E-06	8.63E-06	8.32E-06	1.54E-05	0	0	8.88E-06	0	0	0	8.56E-06	0	8.62E-06	1.28E-05	0	3.77E-05	1.27E-05	0	0	0	2.51E-05	1.23E-05
Desulfotomaculum	9.42E-05	0.000134663	0.000258209	0.000138593	0.000252322	4.02E-05	0.000118334	8.87E-05	0.000100121	8.78E-05	0.000220346	0.000112248	0.000216267	0.000131062	0.00010135	9.41E-05	0.000159906	0.00020651	0.000138398	0.000111386	0.000111228	0.000355483	0.000129271	0.000128259	0.0002245	0.000125676	3.82E-05	0.000201071	8.85E-05	1.34E-05	0.000138028	7.39E-05
Desulfovibrio	6.43E-05	0.002482841	0.003098511	0.002602949	0.006316898	0.000160918	0.002217664	0.000139349	0.000204595	0.00129364	0.002600081	0.002227691	0.000149723	0.004826151	0.002035456	0.001393663	0.003766679	0.013010145	0.000527641	0.00197068	0.00025668	0.002217539	0.003705778	0.000705427	0.00798224	0.000779188	0.005960948	0.000113102	0.000214896	0.00010729	0.00025096	0.000110878
Dialister	6.20E-05	0.000319824	0.000427381	0.004157788	0.008207099	4.92E-05	0.000109568	8.87E-05	0.002633618	0.004447887	0.000193904	3.45E-05	0.002320707	0.000192738	0.005624952	0.017177106	5.33E-05	0.000335579	0.005907845	0.006734584	0.008752791	0.008819372	7.76E-05	0.000115433	0.006123874	0.000552972	0.002330884	0.006572499	0.000922789	0.00010729	8.78E-05	0.006849821
Dickeya	4.59E-06	2.95E-05	1.34E-05	8.66E-06	0	4.47E-06	1.31E-05	0	0	1.60E-05	8.81E-06	0	1.66E-05	0	0	1.71E-05	8.88E-06	0	2.59E-05	3.43E-05	0	0	0	0	2.49E-05	0.000150811	1.27E-05	0	0	0	1.25E-05	0
Dorea	0.008107543	0.002163017	0.001794109	0.000861875	0.002257616	0.002212617	0.002191368	0.004298696	0.002272312	0.003888907	0.001824464	0.00160601	0.009931626	0.005874643	0.010895178	0.01320132	0.014418208	0.000877668	0.000960133	0.004789609	0.006682239	0.001819736	0.002904296	0.001513461	0.005225872	0.001394998	0.001133599	0.001332093	0.001137685	0.006973875	0.003099355	0.003030676
Dyadobacter	1.38E-05	8.00E-05	6.23E-05	0.000134262	0.000106241	4.47E-05	3.51E-05	8.87E-05	0.000100121	7.99E-06	4.41E-05	0.000103614	6.65E-05	3.85E-05	3.38E-05	4.28E-05	8.88E-05	8.60E-05	4.32E-05	2.57E-05	5.99E-05	0.000143886	6.89E-05	5.13E-05	0	3.77E-05	1.27E-05	1.26E-05	7.58E-05	2.68E-05	6.27E-05	1.23E-05
Edwardsiella	4.59E-06	4.21E-06	0	8.66E-06	8.85E-06	0	0	8.45E-06	0	7.99E-06	8.81E-06	1.73E-05	8.32E-06	7.71E-06	3.38E-05	0	0	8.60E-06	6.92E-05	8.57E-06	8.56E-06	1.69E-05	0	0	0	3.77E-05	0	0	2.53E-05	0	2.51E-05	1.23E-05
Eggerthella	0.0026183	0.000972095	0.001718427	0.001849349	0.000779099	0.00201594	0.000556607	0.00168063	0.002533497	0.007610119	0.001366144	0.001329707	0.001289281	0.002320561	0.002930718	0.002838626	0.003233658	0.027767022	0.01066526	0.003607201	0.001334737	0.004832881	0.003542035	0.000808034	0.001983088	0.000703783	0.000343901	0.002186644	0.003425697	0.000576686	0.001794363	0.000529752
Enhydrobacter	2.30E-06	0	4.45E-06	0	0	4.47E-06	0	0	1.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	8.46E-06	0	0	2.49E-05	0	0	0	0	0	0	0
Enterobacter	0	1.26E-05	4.45E-06	8.66E-06	8.85E-06	8.94E-06	8.77E-06	4.22E-06	1.74E-05	1.60E-05	0	0	8.32E-06	7.71E-06	2.53E-05	0	8.88E-06	8.60E-06	0.000164347	0.000805408	0	0	8.62E-06	0	0.001247225	0.002626618	0.000318427	0.000188504	3.79E-05	0	0	1.23E-05
Enterococcus	0.000231972	0.000416612	0.000409573	0.000268524	0.000274455	0.000111748	0.000162161	0.000181576	0.000304716	0.000383301	0.000334926	0.000241765	0.00056562	0.00030838	0.002440858	0.000530105	0.000612974	0.000361393	0.000337344	0.00028275	0.000179676	0.000397803	0.000258543	0.000525864	0.000261917	0.000150811	0.000292953	0.000666047	0.000227537	0.000657154	0.000552112	0.000505113
Erwinia	0	4.21E-06	0	0	1.77E-05	8.94E-06	0	0	8.71E-06	0	8.81E-06	0	0	7.71E-06	1.69E-05	0	8.88E-06	8.60E-06	0.000121098	8.57E-06	8.56E-06	0	8.62E-06	0	3.74E-05	1.26E-05	1.27E-05	0	0	0	0	2.46E-05
Erysipelothrix	4.13E-05	4.63E-05	0.000240402	3.46E-05	0.000123948	8.94E-06	2.19E-05	8.45E-06	5.22E-05	4.79E-05	6.17E-05	3.45E-05	9.98E-05	0.000123352	4.22E-05	1.71E-05	7.11E-05	4.30E-05	7.78E-05	5.14E-05	1.71E-05	2.54E-05	8.62E-06	0	0.00011225	0.00010054	6.37E-05	0.000251338	1.26E-05	0	7.53E-05	2.46E-05
Erythrobacter	0	4.21E-06	8.90E-06	0	4.43E-06	0	4.38E-06	0	4.35E-06	0	0	0	0	0	0	0	0	0	0	8.57E-06	0	0	0	0	0	0	1.27E-05	0	0	0	0	0
Escherichia/Shigella	0.000567334	0.000143079	0.001339994	0.001424888	0.00005315	0.000424614	0.00008768	0.0000929	0.000117521	0.000199594	0.000343784	0.0000345	0.003817893	0.00006171	0.000320947	0.000179552	0.000675206	0.005300429	0.013787854	0.002082016	0.000273796	0.012230319	0.000741157	0.000718253	0.009329243	0.001859992	0.000751476	0.000477576	0.000985993	0.000201147	0.000112932	0.004127141
Eubacterium	0.013158106	0.01329372	0.008454128	0.004647194	0.014386769	0.017128783	0.020620771	0.015839301	0.026079348	0.031342831	0.034426836	0.022164659	0.033737585	0.036234677	0.064315335	0.051368867	0.05694437	0.008509943	0.006193289	0.022294385	0.024085149	0.013686108	0.011643039	0.032052022	0.059068572	0.01236647	0.029180624	0.024304421	0.018645396	0.172509522	0.0381961	0.086497474
Exiguobacterium	1.38E-05	4.21E-05	5.79E-05	3.90E-05	3.10E-05	0	2.19E-05	8.45E-06	2.61E-05	2.40E-05	2.64E-05	6.04E-05	1.66E-05	1.54E-05	0.00010135	1.71E-05	8.88E-06	8.60E-06	4.32E-05	0	1.71E-05	5.92E-05	8.62E-06	0	0.000137195	1.26E-05	5.09E-05	1.26E-05	1.26E-05	1.34E-05	0	2.46E-05
Faecalibacterium	0.060765233	0.016466707	0.008044554	0.033019767	0.030880647	0.029742934	0.030911434	0.042497129	0.030819861	0.077107356	0.034532602	0.027543928	0.035110046	0.043890217	0.024712629	0.043725098	0.025700478	0.032843732	0.038171769	0.064449795	0.03112674	0.015971358	0.064359891	0.115587364	0.055239592	0.130099284	0.107449911	0.018661874	0.029289073	0.003942922	0.041057043	0.103868424
Finegoldia	6.89E-05	4.63E-05	6.23E-05	5.20E-05	8.85E-05	8.94E-06	6.14E-05	2.96E-05	3.05E-05	6.39E-05	7.93E-05	6.04E-05	8.32E-05	9.25E-05	6.76E-05	8.55E-05	1.78E-05	8.60E-06	8.65E-06	8.57E-05	8.56E-06	0.000101567	3.45E-05	2.57E-05	7.48E-05	6.28E-05	1.27E-05	2.51E-05	1.26E-05	4.02E-05	5.02E-05	6.16E-05
Fusobacterium	4.82E-05	0.000143079	6.68E-05	8.66E-05	0.000181495	4.92E-05	0.000100803	0.000135126	9.14E-05	0.000119782	0.000105766	0.000138151	0.000108133	0.000107933	0.000135134	4.28E-05	7.11E-05	8.60E-05	5.19E-05	6.85E-05	5.13E-05	0.000135422	8.62E-05	0.000179563	0.000349223	0.000125676	7.64E-05	5.03E-05	6.32E-05	0.000885146	3.76E-05	7.39E-05
Gardnerella	3.67E-05	2.10E-05	2.67E-05	4.33E-05	7.08E-05	2.68E-05	1.75E-05	1.69E-05	2.61E-05	7.99E-06	1.76E-05	2.59E-05	0.000116451	3.08E-05	3.38E-05	3.42E-05	5.33E-05	4.30E-05	6.92E-05	2.57E-05	6.84E-05	5.08E-05	6.03E-05	2.57E-05	6.24E-05	3.77E-05	1.27E-05	0.000238771	3.79E-05	4.02E-05	8.78E-05	7.39E-05
Gemella	4.59E-06	1.26E-05	5.34E-05	4.33E-06	1.77E-05	1.79E-05	8.77E-06	4.22E-06	2.18E-05	7.99E-06	4.41E-05	0	8.32E-06	4.63E-05	2.53E-05	0	0	0	0	0	0	9.31E-05	8.62E-06	3.85E-05	3.74E-05	0	0	0.000226205	0	0	0	8.62E-05
Geobacillus	2.30E-05	2.95E-05	0.000209239	9.53E-05	0.000159361	1.79E-05	5.26E-05	4.22E-05	5.66E-05	3.99E-05	4.41E-05	2.59E-05	6.65E-05	7.71E-05	5.07E-05	0.000119701	0.00016879	5.16E-05	5.19E-05	6.00E-05	1.71E-05	0.000110031	6.03E-05	0	0.000124722	2.51E-05	1.27E-05	5.03E-05	1.26E-05	2.68E-05	3.76E-05	8.62E-05
Geobacter	2.30E-05	5.89E-05	7.57E-05	9.53E-05	0.000159361	2.23E-05	8.77E-05	3.38E-05	6.96E-05	7.19E-05	0.000105766	6.91E-05	6.65E-05	6.17E-05	9.29E-05	5.99E-05	9.77E-05	1.72E-05	6.05E-05	5.14E-05	5.13E-05	7.62E-05	9.48E-05	6.41E-05	0.00011225	1.26E-05	7.64E-05	5.03E-05	2.53E-05	5.36E-05	6.27E-05	2.46E-05
Gluconacetobacter	0	4.63E-05	4.45E-06	8.66E-06	1.77E-05	1.34E-05	4.38E-06	2.11E-05	1.31E-05	7.99E-06	8.81E-06	8.63E-06	0	0	0	2.57E-05	8.88E-06	2.58E-05	0	0	0	0	0	1.28E-05	0	2.51E-05	1.27E-05	0	0	0	2.51E-05	0
Gordonia	0	0	4.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	8.55E-06	0	8.60E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulibacter	0	4.21E-06	0	4.33E-06	2.21E-05	0	4.38E-06	0	0	0	0	0	8.32E-06	0	0	8.55E-06	0	0	0	0	0	8.46E-06	0	0	0	0	0	0	0	0	0	0
Granulicatella	1.38E-05	4.21E-06	1.78E-05	2.60E-05	5.31E-05	8.94E-06	4.38E-06	4.22E-06	1.31E-05	5.59E-05	8.81E-06	2.59E-05	0	0	7.60E-05	1.71E-05	1.78E-05	8.60E-06	8.65E-06	2.57E-05	5.13E-05	8.46E-05	0	0	1.25E-05	1.26E-05	0	2.51E-05	0	1.34E-05	0	1.23E-05
Haemophilus	1.38E-05	1.68E-05	1.78E-05	2.17E-05	3.54E-05	8.94E-06	7.45E-05	1.69E-05	1.74E-05	7.99E-06	0.000141021	5.18E-05	0.000316082	0	9.29E-05	0	6.22E-05	0	5.19E-05	3.43E-05	0.000265236	8.46E-06	0.000206834	2.57E-05	2.49E-05	6.28E-05	1.27E-05	2.51E-05	3.79E-05	0	1.25E-05	0
Halothermothrix	1.38E-05	2.10E-05	4.45E-05	5.20E-05	1.77E-05	4.47E-06	5.70E-05	8.45E-06	8.71E-06	2.40E-05	1.76E-05	8.63E-06	4.99E-05	7.71E-06	0	8.55E-06	2.67E-05	2.58E-05	3.46E-05	3.43E-05	8.56E-06	4.23E-05	1.72E-05	0	9.98E-05	5.03E-05	2.55E-05	2.51E-05	0	0	1.25E-05	1.23E-05
Helicobacter	7.58E-05	2.10E-05	5.34E-05	8.66E-06	4.43E-05	8.94E-06	8.77E-06	1.27E-05	0	0	1.76E-05	2.59E-05	0	3.08E-05	2.53E-05	1.71E-05	4.44E-05	8.60E-06	3.46E-05	8.57E-06	2.57E-05	0	3.45E-05	1.28E-05	1.25E-05	1.26E-05	0	0	2.53E-05	0	2.51E-05	1.23E-05
Heliobacterium	4.82E-05	8.84E-05	0.000106845	0.000220882	0.000203628	7.60E-05	7.45E-05	0.000105567	0.000165417	0.000199636	0.000176277	0.000112248	0.000224585	0.000185028	0.000177363	0.000230852	0.000195441	0.000137673	0.000129748	0.000154227	6.84E-05	0.000245453	0.000172362	0.000102608	0.00011225	0.000226216	0.000140108	0.000402141	0.000151691	0.000120702	0.000238412	0.000221757
Herminiimonas	0	4.21E-06	8.90E-06	1.30E-05	0	4.47E-06	4.38E-06	0	0	0	0	0	0	0	0	0	0	0	2.59E-05	0	0	8.46E-06	8.62E-06	0	1.25E-05	0	0	0	0	1.34E-05	0	0
Histophilus	0	4.21E-06	1.78E-05	4.33E-06	1.33E-05	0	0	0	2.18E-05	0	0	0	0	4.63E-05	0	5.13E-05	0	0	0	1.71E-05	0	8.46E-06	2.59E-05	0	0	0	3.82E-05	1.26E-05	0	0	0	0
Holdemania	0.000776303	0.000403988	0.000877021	0.001611143	0.000615311	0.000527452	0.000315557	0.000367374	0.000596373	0.000630849	0.000678665	0.000733929	0.001014789	0.000886593	0.000684116	0.000513005	0.000684043	0.000739995	0.000596839	0.000685454	0.000119784	0.001591211	0.000715301	0.000628471	0.001060141	0.001030539	0.001006228	0.003191997	0.001087121	0.000134113	0.000589756	0.000960946
Idiomarina	2.30E-06	4.21E-06	0	4.33E-06	0	0	8.77E-06	4.22E-06	4.35E-06	0	0	0	8.32E-06	0	0	0	0	8.60E-06	1.73E-05	0	0	0	0	0	0	0	0	0	1.26E-05	0	0	0
Kingella	0	4.21E-06	0	4.33E-06	0	0	4.38E-06	4.22E-06	2.61E-05	7.99E-06	8.81E-06	0	0	0	1.69E-05	8.55E-06	0	0	0	8.57E-06	0	8.46E-06	0	0	0	0	1.27E-05	0	0	0	0	1.23E-05
Klebsiella	6.89E-06	0	4.45E-06	4.33E-06	8.85E-06	0	0	0	4.35E-06	7.99E-06	8.81E-06	0	8.32E-06	0	0.000109796	0	8.88E-06	1.72E-05	0.222854622	0.006503243	0	0	1.72E-05	0.000936294	0.000823168	0.016966193	0.001719504	0.000125669	0.000417151	2.68E-05	0	4.93E-05
Kytococcus	2.30E-06	0	4.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26E-05	0	0	0	0	0	0
Lactobacillus	0.000358294	0.000496568	0.00077908	0.000320496	0.001004861	0.000169857	0.000219137	0.000249139	0.000474487	0.000479126	0.000467133	0.000431723	0.000415897	0.000555084	0.014754943	0.000495905	0.000533021	0.000447439	0.001046631	0.000454113	0.00498815	0.000795606	0.000413668	0.000666949	0.000648557	0.00061581	0.000420323	0.001043054	0.000328665	0.000187758	0.000276056	0.000911667
Lactococcus	0.000229675	1.68E-05	3.56E-05	0.000108276	2.66E-05	3.13E-05	3.94E-05	4.22E-06	0.000134946	2.40E-05	8.81E-06	4.32E-05	0.000266174	6.94E-05	0.000118242	7.70E-05	0.000524137	1.72E-05	1.73E-05	1.71E-05	3.42E-05	8.46E-06	2.59E-05	1.28E-05	0	5.03E-05	1.27E-05	3.77E-05	0	0.00061692	0	4.93E-05
Laribacter	2.30E-06	8.42E-06	8.90E-06	4.33E-06	4.43E-06	0	0	0	0	0	0	0	8.32E-06	0	0	8.55E-06	0	0	0	0	0	0	8.62E-06	1.28E-05	1.25E-05	0	0	0	0	0	0	0
Lawsonia	2.30E-06	0	0	0	1.77E-05	4.47E-06	8.77E-06	1.27E-05	1.31E-05	2.40E-05	0	0	0	1.54E-05	0	8.55E-06	0	0	0	0	0	0	1.72E-05	1.28E-05	2.49E-05	2.51E-05	2.55E-05	0	0	0	0	0
Leptothrix	2.30E-06	8.42E-06	0	4.33E-06	4.43E-06	0	4.38E-06	0	0	0	0	1.73E-05	1.66E-05	7.71E-06	0	1.71E-05	0	1.72E-05	0	8.57E-06	0	0	1.72E-05	0	0	0	0	0	0	0	0	0
Leuconostoc	4.13E-05	1.26E-05	1.78E-05	1.73E-05	2.66E-05	1.34E-05	7.01E-05	4.22E-06	4.35E-06	3.99E-05	1.76E-05	3.45E-05	8.32E-06	1.54E-05	2.53E-05	2.57E-05	8.88E-05	1.72E-05	1.73E-05	0	8.56E-06	2.54E-05	1.72E-05	2.57E-05	1.25E-05	0	5.09E-05	1.26E-05	1.26E-05	0	1.25E-05	1.23E-05
Listeria	7.35E-05	8.42E-05	0.000244854	7.80E-05	0.000168215	4.02E-05	6.57E-05	5.91E-05	0.000121886	6.39E-05	0.000149835	8.63E-05	9.98E-05	0.000138771	6.76E-05	0.000171002	0.000293161	8.60E-05	0.000112448	0.000222772	5.99E-05	0.000169278	0.000146508	6.41E-05	0.000236973	6.28E-05	2.55E-05	0.000113102	0.000113769	0	0.000213316	0.000184797
Macrococcus	4.59E-06	4.21E-06	6.23E-05	4.33E-06	1.33E-05	0	0	0	0	0	8.81E-06	0	8.32E-06	0	1.69E-05	0	8.88E-06	0	0	0	8.56E-06	0	0	0	1.25E-05	0	0	0	0	0	0	0
Magnetospirillum	0	3.79E-05	2.23E-05	2.17E-05	0.000247895	4.47E-06	8.33E-05	2.53E-05	4.35E-05	7.99E-06	2.64E-05	3.45E-05	8.32E-06	7.71E-06	8.45E-06	8.55E-06	1.78E-05	0	0	8.57E-06	0	8.46E-06	5.17E-05	1.28E-05	1.25E-05	0	0	1.26E-05	0	5.36E-05	0	0
Megasphaera	2.30E-05	6.31E-05	6.23E-05	0.001364274	0.000132801	8.94E-05	6.57E-05	6.76E-05	4.79E-05	4.79E-05	8.81E-05	2.59E-05	7.49E-05	7.71E-05	0.000869925	5.13E-05	5.33E-05	0.00919831	0.000138398	8.57E-05	0.000145452	0.000211597	7.76E-05	1.28E-05	0.010414328	0.035541033	0.000203793	0.000201071	3.79E-05	0.000134113	0.000100384	0.003424911
Mesoplasma	0	0	0	0	0	4.47E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesorhizobium	0	4.21E-06	4.45E-06	8.66E-06	1.33E-05	0	0	0	0	0	2.64E-05	0	8.32E-06	7.71E-06	0	1.71E-05	1.78E-05	8.60E-06	6.05E-05	1.71E-05	8.56E-06	1.69E-05	0	1.28E-05	1.25E-05	1.26E-05	0	1.26E-05	0	0	5.02E-05	0
Methanobrevibacter	0.006486035	4.21E-05	0.003997792	0.000129931	0.000159361	4.47E-06	0.000140248	1.69E-05	6.96E-05	0.000702718	0.001048846	5.18E-05	4.16E-05	0.006591627	0.004425638	0.000162451	3.55E-05	6.02E-05	0.00056224	4.28E-05	0.000350796	0.00894633	0.002912914	3.85E-05	0.000149667	1.26E-05	1.27E-05	5.03E-05	6.32E-05	0	1.25E-05	2.46E-05
Methanocella	0	0	0	8.66E-06	8.85E-06	0	4.38E-06	8.45E-06	8.71E-06	0	0	0	1.66E-05	0	0	0	0	8.60E-06	0	0	0	1.69E-05	1.72E-05	0	0	0	0	0	0	0	0	0
Methanosphaera	4.59E-06	0	4.45E-06	0	0	1.34E-05	1.75E-05	0	0	0.000199636	0.000396623	8.63E-06	0	0	1.69E-05	4.28E-05	0	0	0	0	5.13E-05	0.000643256	0.000249925	1.28E-05	0	0	0	0	0	0	0	0
Methylibium	4.59E-06	0	4.45E-06	1.30E-05	4.43E-06	0	0	4.22E-06	0	0	8.81E-06	0	0	0	0	8.55E-06	0	0	0	0	0	0	8.62E-06	0	1.25E-05	0	0	0	0	0	0	1.23E-05
Methylobacillus	0	0	0	0	4.43E-06	0	8.77E-06	0	0	0	0	8.63E-06	0	0	0	0	0	0	0	0	0	8.46E-06	0	1.28E-05	0	0	0	0	0	0	0	0
Methylobacterium	4.59E-06	3.79E-05	2.23E-05	1.73E-05	3.54E-05	2.23E-05	1.75E-05	8.45E-06	3.48E-05	3.99E-05	2.64E-05	0	8.32E-06	2.31E-05	0	8.55E-06	1.78E-05	2.58E-05	1.73E-05	2.57E-05	1.71E-05	3.39E-05	2.59E-05	1.28E-05	1.25E-05	3.77E-05	0	1.26E-05	0	0	2.51E-05	0
Micrococcus	0	4.21E-06	4.45E-06	1.30E-05	1.33E-05	0	8.77E-06	0	1.31E-05	0	1.76E-05	0	1.66E-05	0	0	0	8.88E-06	0	8.65E-06	8.57E-06	0	2.54E-05	0	0	2.49E-05	0	0	0	0	0	0	1.23E-05
Mitsuokella	4.59E-05	3.37E-05	0.000106845	0.006886336	0.002948181	2.23E-05	0.012692402	0.000477164	0.000161064	0.000111796	9.70E-05	5.18E-05	0.000257856	3.08E-05	0.000278714	7.70E-05	0.000115488	0.000180696	4.32E-05	6.85E-05	0.000179676	9.31E-05	0.007540828	0.000166737	0.044900097	0.069800176	0.000458534	3.77E-05	7.58E-05	0.000187758	0.000100384	0.000172478
Mobiluncus	6.20E-05	8.42E-06	8.46E-05	9.53E-05	5.31E-05	3.13E-05	8.33E-05	6.33E-05	9.14E-05	0.000159709	6.17E-05	6.91E-05	6.65E-05	6.17E-05	8.45E-05	3.42E-05	6.22E-05	0.000283952	0.000138398	0.000119954	0.000136896	0.000186206	0.000112035	1.28E-05	0.000449001	7.54E-05	0.000127371	3.77E-05	3.79E-05	4.02E-05	2.51E-05	0
Moorella	9.19E-06	1.26E-05	4.01E-05	1.73E-05	2.21E-05	4.47E-06	4.38E-06	0	3.92E-05	2.40E-05	0	0	2.50E-05	3.08E-05	0	0	5.33E-05	0	5.19E-05	0	8.56E-06	1.69E-05	8.62E-06	2.57E-05	3.74E-05	0	0	0	0	1.34E-05	2.51E-05	1.23E-05
Mycoplasma	2.30E-05	3.37E-05	0.012447468	3.46E-05	0.000115094	1.34E-05	3.07E-05	2.53E-05	2.61E-05	3.99E-05	0.000132208	6.04E-05	3.33E-05	0.000169609	9.29E-05	6.84E-05	8.88E-06	5.16E-05	1.73E-05	9.42E-05	3.42E-05	5.92E-05	0	1.28E-05	2.49E-05	2.51E-05	0	0.000125669	0	0	0	0
Neisseria	1.15E-05	2.95E-05	3.56E-05	6.50E-05	7.08E-05	5.81E-05	2.19E-05	5.91E-05	3.05E-05	1.60E-05	6.17E-05	0.000103614	2.50E-05	1.54E-05	5.07E-05	2.57E-05	1.78E-05	0	2.59E-05	1.71E-05	5.13E-05	3.39E-05	6.89E-05	6.41E-05	0	1.26E-05	1.27E-05	1.26E-05	2.53E-05	0	7.53E-05	6.16E-05
Nitrosococcus	0	1.26E-05	4.45E-06	1.73E-05	4.43E-06	8.94E-06	0	4.22E-06	1.31E-05	7.99E-06	4.41E-05	8.63E-06	1.66E-05	0	0	1.71E-05	1.78E-05	8.60E-06	0	8.57E-06	0	8.46E-06	8.62E-06	0	0	1.26E-05	0	1.26E-05	0	0	0	0
Nitrosomonas	4.59E-06	4.21E-06	8.90E-06	0	4.43E-06	8.94E-06	2.63E-05	1.69E-05	8.71E-06	1.60E-05	8.81E-06	8.63E-06	8.32E-06	0	8.45E-06	8.55E-06	6.22E-05	8.60E-06	3.46E-05	3.43E-05	0	4.23E-05	0	0	0	1.26E-05	0	2.51E-05	0	0	0	0
Nitrosospira	0	4.21E-06	0	2.17E-05	4.43E-06	4.47E-06	0	0	0	0	0	2.59E-05	0	0	8.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34E-05	0	0
Nocardia	4.59E-06	4.21E-05	0	3.46E-05	1.77E-05	4.47E-06	1.31E-05	8.45E-06	4.35E-06	7.99E-06	0	0	8.32E-06	0.000107933	8.45E-06	0	0	0	2.59E-05	0	0	0	1.72E-05	1.28E-05	3.74E-05	0	0	0	2.53E-05	0	0	1.23E-05
Oceanobacillus	6.89E-06	8.42E-06	4.45E-06	8.66E-06	1.33E-05	4.47E-06	4.38E-06	2.53E-05	4.35E-06	7.99E-06	1.76E-05	0	0	1.54E-05	0	4.28E-05	5.33E-05	0	8.65E-06	3.43E-05	0	4.23E-05	8.62E-06	0	0	1.26E-05	0	0	0	0	1.25E-05	1.23E-05
Opitutus	6.89E-06	3.37E-05	6.23E-05	6.50E-05	3.54E-05	1.79E-05	8.77E-06	2.96E-05	6.53E-05	2.40E-05	5.29E-05	1.73E-05	4.99E-05	2.31E-05	5.07E-05	3.42E-05	7.11E-05	2.58E-05	7.78E-05	3.43E-05	8.56E-06	3.39E-05	4.31E-05	1.28E-05	0.00011225	2.51E-05	5.09E-05	0	0	6.71E-05	0	3.70E-05
Oribacterium	0.000257236	0.000345073	0.000329439	0.00063233	0.000619738	0.000111748	0.000214754	0.000177353	0.000300363	0.000335388	0.000475947	0.00023313	0.000540666	0.000424023	0.000456077	0.000401854	0.000595206	0.000283952	0.000518991	0.000634045	0.0002139	0.000592472	0.000336105	0.000589993	0.00049889	0.000276486	0.000254741	0.000590645	0.000391869	0.000214581	0.000225864	0.000431194
Paenibacillus	0.000392745	0.000483944	0.000983866	0.001204026	0.000920753	0.000187737	0.00041636	0.000198466	0.000578961	0.000742645	0.00064341	0.000423089	0.000914974	0.000886593	0.000515198	0.000769507	0.00050637	0.000757204	0.000942833	0.000694022	0.000119784	0.000922564	0.000594648	0.000397604	0.001459253	0.000578107	0.000827909	0.001080755	0.000467715	0.000214581	0.00043918	0.000628311
Pantoea	6.89E-06	2.10E-05	2.23E-05	1.30E-05	1.33E-05	0	0	8.45E-06	8.71E-06	1.60E-05	0	8.63E-06	3.33E-05	7.71E-06	8.45E-06	2.57E-05	1.78E-05	8.60E-06	9.51E-05	0.000239909	0	0	8.62E-06	0	7.48E-05	6.28E-05	2.55E-05	1.26E-05	2.53E-05	5.36E-05	1.25E-05	8.62E-05
Parabacteroides	0.001920087	0.004919392	0.007884287	0.003560106	0.006064577	0.007540777	0.003120508	0.02199598	0.013864584	0.004136455	0.006240195	0.013055304	0.011961205	0.005658777	0.007956014	0.017211307	0.016559174	0.025882616	0.002569004	0.015628347	0.003439513	0.006390236	0.002499246	0.004899509	0.004914066	0.004097021	0.00812625	0.00811823	0.017166405	0.013076015	0.034557181	0.002192928
